Frame3D
  156   156     1
END
  156                      X                      Y                      Z    Lspan   Rspan direction vector
    1   0.500000000000000000   0.000000000000000000   0.000000000000000000 0.0 1.0 0. 0. 1.
    2   0.499594499085784793   0.020132970054707568   0.000000000000000000 0.0 1.0 0. 0. 1.
    3   0.498378654067105020   0.040233284358362938   0.000000000000000000 0.0 1.0 0. 0. 1.
    4   0.496354437049026986   0.060268340127661531   0.000000000000000000 0.0 1.0 0. 0. 1.
    5   0.493525131318956423   0.080205640428880121   0.000000000000000000 0.0 1.0 0. 0. 1.
    6   0.489895326021133837   0.100012846888022200   0.000000000000000000 0.0 1.0 0. 0. 1.
    7   0.485470908713026006   0.119657832143778883   0.000000000000000000 0.0 1.0 0. 0. 1.
    8   0.480259055815686176   0.139108731958226317   0.000000000000000000 0.0 1.0 0. 0. 1.
    9   0.474268220973572741   0.158333996900736240   0.000000000000000000 0.0 1.0 0. 0. 1.
   10   0.467508121342707417   0.177302443521267783   0.000000000000000000 0.0 1.0 0. 0. 1.
   11   0.459989721829412113   0.195983304930037516   0.000000000000000000 0.0 1.0 0. 0. 1.
   12   0.451725217305191162   0.214346280701527087   0.000000000000000000 0.0 1.0 0. 0. 1.
   13   0.442728012826604955   0.232361586021884281   0.000000000000000000 0.0 1.0 0. 0. 1.
   14   0.433012701892219354   0.249999999999999972   0.000000000000000000 0.0 1.0 0. 0. 1.
   15   0.422595042771897356   0.267232913063900512   0.000000000000000000 0.0 1.0 0. 0. 1.
   16   0.411491932946828232   0.284032373365577850   0.000000000000000000 0.0 1.0 0. 0. 1.
   17   0.399721381701750589   0.300371132118989415   0.000000000000000000 0.0 1.0 0. 0. 1.
   18   0.387302480913827296   0.316222687797688640   0.000000000000000000 0.0 1.0 0. 0. 1.
   19   0.374255374085550596   0.331561329120397541   0.000000000000000000 0.0 1.0 0. 0. 1.
   20   0.360601223671907278   0.346362176754799689   0.000000000000000000 0.0 1.0 0. 0. 1.
   21   0.346362176754799744   0.360601223671907223   0.000000000000000000 0.0 1.0 0. 0. 1.
   22   0.331561329120397652   0.374255374085550541   0.000000000000000000 0.0 1.0 0. 0. 1.
   23   0.316222687797688640   0.387302480913827296   0.000000000000000000 0.0 1.0 0. 0. 1.
   24   0.300371132118989470   0.399721381701750589   0.000000000000000000 0.0 1.0 0. 0. 1.
   25   0.284032373365577906   0.411491932946828232   0.000000000000000000 0.0 1.0 0. 0. 1.
   26   0.267232913063900623   0.422595042771897356   0.000000000000000000 0.0 1.0 0. 0. 1.
   27   0.250000000000000056   0.433012701892219298   0.000000000000000000 0.0 1.0 0. 0. 1.
   28   0.232361586021884309   0.442728012826604955   0.000000000000000000 0.0 1.0 0. 0. 1.
   29   0.214346280701527114   0.451725217305191107   0.000000000000000000 0.0 1.0 0. 0. 1.
   30   0.195983304930037544   0.459989721829412113   0.000000000000000000 0.0 1.0 0. 0. 1.
   31   0.177302443521267894   0.467508121342707361   0.000000000000000000 0.0 1.0 0. 0. 1.
   32   0.158333996900736323   0.474268220973572741   0.000000000000000000 0.0 1.0 0. 0. 1.
   33   0.139108731958226373   0.480259055815686120   0.000000000000000000 0.0 1.0 0. 0. 1.
   34   0.119657832143778911   0.485470908713026006   0.000000000000000000 0.0 1.0 0. 0. 1.
   35   0.100012846888022228   0.489895326021133837   0.000000000000000000 0.0 1.0 0. 0. 1.
   36   0.080205640428880232   0.493525131318956423   0.000000000000000000 0.0 1.0 0. 0. 1.
   37   0.060268340127661614   0.496354437049026986   0.000000000000000000 0.0 1.0 0. 0. 1.
   38   0.040233284358363007   0.498378654067104965   0.000000000000000000 0.0 1.0 0. 0. 1.
   39   0.020132970054707620   0.499594499085784793   0.000000000000000000 0.0 1.0 0. 0. 1.
   40   0.000000000000000031   0.500000000000000000   0.000000000000000000 0.0 1.0 0. 0. 1.
   41  -0.020132970054707450   0.499594499085784849   0.000000000000000000 0.0 1.0 0. 0. 1.
   42  -0.040233284358362945   0.498378654067104965   0.000000000000000000 0.0 1.0 0. 0. 1.
   43  -0.060268340127661441   0.496354437049026986   0.000000000000000000 0.0 1.0 0. 0. 1.
   44  -0.080205640428879940   0.493525131318956478   0.000000000000000000 0.0 1.0 0. 0. 1.
   45  -0.100012846888022172   0.489895326021133837   0.000000000000000000 0.0 1.0 0. 0. 1.
   46  -0.119657832143778745   0.485470908713026061   0.000000000000000000 0.0 1.0 0. 0. 1.
   47  -0.139108731958226317   0.480259055815686176   0.000000000000000000 0.0 1.0 0. 0. 1.
   48  -0.158333996900736157   0.474268220973572796   0.000000000000000000 0.0 1.0 0. 0. 1.
   49  -0.177302443521267838   0.467508121342707417   0.000000000000000000 0.0 1.0 0. 0. 1.
   50  -0.195983304930037489   0.459989721829412113   0.000000000000000000 0.0 1.0 0. 0. 1.
   51  -0.214346280701526948   0.451725217305191218   0.000000000000000000 0.0 1.0 0. 0. 1.
   52  -0.232361586021884253   0.442728012826604955   0.000000000000000000 0.0 1.0 0. 0. 1.
   53  -0.249999999999999889   0.433012701892219354   0.000000000000000000 0.0 1.0 0. 0. 1.
   54  -0.267232913063900568   0.422595042771897356   0.000000000000000000 0.0 1.0 0. 0. 1.
   55  -0.284032373365577850   0.411491932946828232   0.000000000000000000 0.0 1.0 0. 0. 1.
   56  -0.300371132118989304   0.399721381701750700   0.000000000000000000 0.0 1.0 0. 0. 1.
   57  -0.316222687797688584   0.387302480913827296   0.000000000000000000 0.0 1.0 0. 0. 1.
   58  -0.331561329120397486   0.374255374085550652   0.000000000000000000 0.0 1.0 0. 0. 1.
