Frame3D : point number, element number, material number
   41    40     1
END
   41                      X                      Y                      Z                  Lspan                  Rspan
    1   0.000000000000000000   0.000000000000000000   0.000000000000000000   1.500000000000000000   1.500000000000000000  0. 0. 1.
    2   0.000000000000000000   0.025000000000000001   0.000000000000000000   1.475000000000000089   1.475000000000000089  0. 0. 1.
    3   0.000000000000000000   0.050000000000000003   0.000000000000000000   1.449999999999999956   1.449999999999999956  0. 0. 1.
    4   0.000000000000000000   0.075000000000000011   0.000000000000000000   1.425000000000000044   1.425000000000000044  0. 0. 1.
    5   0.000000000000000000   0.100000000000000006   0.000000000000000000   1.399999999999999911   1.399999999999999911  0. 0. 1.
    6   0.000000000000000000   0.125000000000000000   0.000000000000000000   1.375000000000000000   1.375000000000000000  0. 0. 1.
    7   0.000000000000000000   0.150000000000000022   0.000000000000000000   1.350000000000000089   1.350000000000000089  0. 0. 1.
    8   0.000000000000000000   0.175000000000000017   0.000000000000000000   1.324999999999999956   1.324999999999999956  0. 0. 1.
    9   0.000000000000000000   0.200000000000000011   0.000000000000000000   1.300000000000000044   1.300000000000000044  0. 0. 1.
   10   0.000000000000000000   0.225000000000000006   0.000000000000000000   1.274999999999999911   1.274999999999999911  0. 0. 1.
   11   0.000000000000000000   0.250000000000000000   0.000000000000000000   1.250000000000000000   1.250000000000000000  0. 0. 1.
   12   0.000000000000000000   0.275000000000000022   0.000000000000000000   1.225000000000000089   1.225000000000000089  0. 0. 1.
   13   0.000000000000000000   0.300000000000000044   0.000000000000000000   1.199999999999999956   1.199999999999999956  0. 0. 1.
   14   0.000000000000000000   0.325000000000000011   0.000000000000000000   1.175000000000000044   1.175000000000000044  0. 0. 1.
   15   0.000000000000000000   0.350000000000000033   0.000000000000000000   1.149999999999999911   1.149999999999999911  0. 0. 1.
   16   0.000000000000000000   0.375000000000000000   0.000000000000000000   1.125000000000000000   1.125000000000000000  0. 0. 1.
   17   0.000000000000000000   0.400000000000000022   0.000000000000000000   1.100000000000000089   1.100000000000000089  0. 0. 1.
   18   0.000000000000000000   0.425000000000000044   0.000000000000000000   1.074999999999999956   1.074999999999999956  0. 0. 1.
   19   0.000000000000000000   0.450000000000000011   0.000000000000000000   1.050000000000000044   1.050000000000000044  0. 0. 1.
   20   0.000000000000000000   0.475000000000000033   0.000000000000000000   1.024999999999999911   1.024999999999999911  0. 0. 1.
   21   0.000000000000000000   0.500000000000000000   0.000000000000000000   1.000000000000000000   1.000000000000000000  0. 0. 1.
   22   0.000000000000000000   0.525000000000000022   0.000000000000000000   0.974999999999999978   0.974999999999999978  0. 0. 1.
   23   0.000000000000000000   0.550000000000000044   0.000000000000000000   0.949999999999999956   0.949999999999999956  0. 0. 1.
   24   0.000000000000000000   0.575000000000000067   0.000000000000000000   0.924999999999999933   0.924999999999999933  0. 0. 1.
   25   0.000000000000000000   0.600000000000000089   0.000000000000000000   0.899999999999999911   0.899999999999999911  0. 0. 1.
   26   0.000000000000000000   0.625000000000000000   0.000000000000000000   0.875000000000000000   0.875000000000000000  0. 0. 1.
   27   0.000000000000000000   0.650000000000000022   0.000000000000000000   0.849999999999999978   0.849999999999999978  0. 0. 1.
   28   0.000000000000000000   0.675000000000000044   0.000000000000000000   0.824999999999999956   0.824999999999999956  0. 0. 1.
   29   0.000000000000000000   0.700000000000000067   0.000000000000000000   0.799999999999999933   0.799999999999999933  0. 0. 1.
   30   0.000000000000000000   0.725000000000000089   0.000000000000000000   0.774999999999999911   0.774999999999999911  0. 0. 1.
   31   0.000000000000000000   0.750000000000000000   0.000000000000000000   0.750000000000000000   0.750000000000000000  0. 0. 1.
   32   0.000000000000000000   0.775000000000000022   0.000000000000000000   0.724999999999999978   0.724999999999999978  0. 0. 1.
   33   0.000000000000000000   0.800000000000000044   0.000000000000000000   0.699999999999999956   0.699999999999999956  0. 0. 1.
   34   0.000000000000000000   0.825000000000000067   0.000000000000000000   0.674999999999999933   0.674999999999999933  0. 0. 1.
   35   0.000000000000000000   0.850000000000000089   0.000000000000000000   0.649999999999999911   0.649999999999999911  0. 0. 1.
   36   0.000000000000000000   0.875000000000000000   0.000000000000000000   0.625000000000000000   0.625000000000000000  0. 0. 1.
   37   0.000000000000000000   0.900000000000000022   0.000000000000000000   0.599999999999999978   0.599999999999999978  0. 0. 1.
   38   0.000000000000000000   0.925000000000000044   0.000000000000000000   0.574999999999999956   0.574999999999999956  0. 0. 1.
   39   0.000000000000000000   0.950000000000000067   0.000000000000000000   0.549999999999999933   0.549999999999999933  0. 0. 1.
   40   0.000000000000000000   0.975000000000000089   0.000000000000000000   0.524999999999999911   0.524999999999999911  0. 0. 1.
   41   0.000000000000000000   1.000000000000000000   0.000000000000000000   0.500000000000000000   0.500000000000000000  0. 0. 1.
END
   40     I     J     K  TYPE   MAT
    1     1     2     2     2     1   118
    2     2     3     3     2     1   117
    3     3     4     4     2     1   115
    4     4     5     5     2     1   113
    5     5     6     6     2     1   110
    6     6     7     7     2     1   108
    7     7     8     8     2     1   107
    8     8     9     9     2     1   105
    9     9    10    10     2     1   103
   10    10    11    11     2     1   100
   11    11    12    12     2     1    99
   12    12    13    13     2     1    97
   13    13    14    14     2     1    95
   14    14    15    15     2     1    93
   15    15    16    16     2     1    90
   16    16    17    17     2     1    89
   17    17    18    18     2     1    87
   18    18    19    19     2     1    85
   19    19    20    20     2     1    83
   20    20    21    21     2     1    80
   21    21    22    22     2     1    79
   22    22    23    23     2     1    76
   23    23    24    24     2     1    74
   24    24    25    25     2     1    73
   25    25    26    26     2     1    70
   26    26    27    27     2     1    69
   27    27    28    28     2     1    66
   28    28    29    29     2     1    64
   29    29    30    30     2     1    62
   30    30    31    31     2     1    60
   31    31    32    32     2     1    59
   32    32    33    33     2     1    56
   33    33    34    34     2     1    54
   34    34    35    35     2     1    52
   35    35    36    36     2     1    50
   36    36    37    37     2     1    49
   37    37    38    38     2     1    46
   38    38    39    39     2     1    44
   39    39    40    40     2     1    42
   40    40    41    41     2     1    40
END
   41  XTRA  YTRA  ZTRA  XROT  YROT  ZROT
    1     1     0     0     0     0     0
    2     0     0     0     0     0     0
    3     0     0     0     0     0     0
    4     0     0     0     0     0     0
    5     0     0     0     0     0     0
    6     0     0     0     0     0     0
    7     0     0     0     0     0     0
    8     0     0     0     0     0     0
    9     0     0     0     0     0     0
   10     0     0     0     0     0     0
   11     0     0     0     0     0     0
   12     0     0     0     0     0     0
   13     0     0     0     0     0     0
   14     0     0     0     0     0     0
   15     0     0     0     0     0     0
   16     0     0     0     0     0     0
   17     0     0     0     0     0     0
   18     0     0     0     0     0     0
   19     0     0     0     0     0     0
   20     0     0     0     0     0     0
   21     0     0     0     0     0     0
   22     0     0     0     0     0     0
   23     0     0     0     0     0     0
   24     0     0     0     0     0     0
   25     0     0     0     0     0     0
   26     0     0     0     0     0     0
   27     0     0     0     0     0     0
   28     0     0     0     0     0     0
   29     0     0     0     0     0     0
   30     0     0     0     0     0     0
   31     0     0     0     0     0     0
   32     0     0     0     0     0     0
   33     0     0     0     0     0     0
   34     0     0     0     0     0     0
   35     0     0     0     0     0     0
   36     0     0     0     0     0     0
   37     0     0     0     0     0     0
   38     0     0     0     0     0     0
   39     0     0     0     0     0     0
   40     0     0     0     0     0     0
   41     0     0     0     0     0     0
END
1   E           G           A           RHO         GAMMA       IP          IA          IB
1   0.100D+01   0.100D+01   0.100D+01   0.100D+01   0.000D+00   0.100D+01   0.150D+01   0.500D+00
END
